Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	CPA	Time
2	15354	True	13	70	0	2	1	model-15354.graphml	UNSCHED	0.45972940499996184
2	15355	True	13	70	0	2	1	model-15355.graphml	UNSCHED	0.28307347899999513
2	15356	True	13	70	0	2	1	model-15356.graphml	UNSCHED	1.0229049009999471
2	15357	True	13	70	0	2	1	model-15357.graphml	UNSCHED	0.2568614269999898
2	15358	True	13	70	0	2	1	model-15358.graphml	UNSCHED	2.0666855449999275
2	15359	True	13	70	0	2	1	model-15359.graphml	UNSCHED	5.98090674599996
2	15360	True	13	70	0	2	1	model-15360.graphml	UNSCHED	0.1432879410000396
2	15361	True	13	80	0	2	1	model-15361.graphml	UNSCHED	0.2728185120000717
2	15362	True	13	80	0	2	1	model-15362.graphml	UNSCHED	0.3340996270000005
2	15363	True	13	80	0	2	1	model-15363.graphml	UNSCHED	0.09573300899990045
2	15364	True	13	80	0	2	1	model-15364.graphml	UNSCHED	2.0403341909999426
2	15365	True	13	80	0	2	1	model-15365.graphml	UNSCHED	0.57081813100001
2	15366	True	13	80	0	2	1	model-15366.graphml	UNSCHED	0.5273927460000323
2	15367	True	13	80	0	2	1	model-15367.graphml	UNSCHED	0.7167109140000321
2	15368	True	13	80	0	2	1	model-15368.graphml	UNSCHED	0.2705296920000819
2	15369	True	13	80	0	2	1	model-15369.graphml	UNSCHED	0.21264629600000262
2	15370	True	13	80	0	2	1	model-15370.graphml	UNSCHED	0.9251876539999557
2	15371	True	13	90	0	2	1	model-15371.graphml	UNSCHED	0.5487800210000842
2	15372	True	13	90	0	2	1	model-15372.graphml	UNSCHED	2.5269450850000794
2	15373	True	13	90	0	2	1	model-15373.graphml	UNSCHED	1.8504070550000051
2	15374	True	13	90	0	2	1	model-15374.graphml	UNSCHED	0.48660609600005955
2	15375	True	13	90	0	2	1	model-15375.graphml	UNSCHED	0.8750649520000024
2	15376	True	13	90	0	2	1	model-15376.graphml	UNSCHED	0.23742918300001747
2	15377	True	13	90	0	2	1	model-15377.graphml	UNSCHED	0.3260167729999921
2	15378	True	13	90	0	2	1	model-15378.graphml	UNSCHED	0.5364558759999909
2	15379	True	13	90	0	2	1	model-15379.graphml	UNSCHED	0.16936695900005816
2	15380	True	13	90	0	2	1	model-15380.graphml	UNSCHED	1.2151945080000814
