Path	ctx-a	ctx-b	ctx-u	ctx-v	ctx-y	ctx-z	ctx-p	CPA
t39	1	3	7	6	2	5	4	1340
t17	1	3	7	6	2	5	4	650
t25	1	3	7	6	2	5	4	1340
t39	1	3	7	6	4	2	5	1235
t17	1	3	7	6	4	2	5	600
t25	1	3	7	6	4	2	5	1340
t39	1	3	7	6	4	5	2	1420
t17	1	3	7	6	4	5	2	530
t25	1	3	7	6	4	5	2	1240
t39	1	3	7	6	5	2	4	1390
t17	1	3	7	6	5	2	4	500
t25	1	3	7	6	5	2	4	1240
t39	1	3	7	6	5	4	2	1400
t17	1	3	7	6	5	4	2	530
t25	1	3	7	6	5	4	2	1200
t39	1	4	2	3	5	6	7	1775
t17	1	4	2	3	5	6	7	770
t25	1	4	2	3	5	6	7	840
t39	1	4	2	3	5	7	6	1790
t17	1	4	2	3	5	7	6	730
t25	1	4	2	3	5	7	6	800
t39	1	4	2	3	6	5	7	1755
t17	1	4	2	3	6	5	7	770
t25	1	4	2	3	6	5	7	840
t39	1	4	2	3	6	7	5	1910
t17	1	4	2	3	6	7	5	610
t25	1	4	2	3	6	7	5	680
t39	1	4	2	3	7	5	6	1920
t17	1	4	2	3	7	5	6	650
t25	1	4	2	3	7	5	6	720
t39	1	4	2	3	7	6	5	1930
t17	1	4	2	3	7	6	5	610
t25	1	4	2	3	7	6	5	680
t39	1	4	2	5	3	6	7	1615
t17	1	4	2	5	3	6	7	790
t25	1	4	2	5	3	6	7	960
t39	1	4	2	5	3	7	6	1665
t17	1	4	2	5	3	7	6	770
t25	1	4	2	5	3	7	6	940
t39	1	4	2	5	6	3	7	1725
t17	1	4	2	5	6	3	7	760
t25	1	4	2	5	6	3	7	880
t39	1	4	2	5	6	7	3	1790
t17	1	4	2	5	6	7	3	620
t25	1	4	2	5	6	7	3	820
t39	1	4	2	5	7	3	6	1885
t17	1	4	2	5	7	3	6	640
t25	1	4	2	5	7	3	6	760
t39	1	4	2	5	7	6	3	1805
t17	1	4	2	5	7	6	3	620
t25	1	4	2	5	7	6	3	820
t39	1	4	2	6	3	5	7	1595
t17	1	4	2	6	3	5	7	790
t25	1	4	2	6	3	5	7	980
t39	1	4	2	6	3	7	5	1585
t17	1	4	2	6	3	7	5	730
t25	1	4	2	6	3	7	5	1080
t39	1	4	2	6	5	3	7	1645
t17	1	4	2	6	5	3	7	760
t25	1	4	2	6	5	3	7	1000
t39	1	4	2	6	5	7	3	1705
t17	1	4	2	6	5	7	3	620
t25	1	4	2	6	5	7	3	940
t39	1	4	2	6	7	3	5	1805
t17	1	4	2	6	7	3	5	600
t25	1	4	2	6	7	3	5	920
t39	1	4	2	6	7	5	3	1785
t17	1	4	2	6	7	5	3	620
t25	1	4	2	6	7	5	3	840
t39	1	4	2	7	3	5	6	1515
t17	1	4	2	7	3	5	6	750
t25	1	4	2	7	3	5	6	1120
t39	1	4	2	7	3	6	5	1565
t17	1	4	2	7	3	6	5	730
t25	1	4	2	7	3	6	5	1100
t39	1	4	2	7	5	3	6	1490
t17	1	4	2	7	5	3	6	680
t25	1	4	2	7	5	3	6	1100
t39	1	4	2	7	5	6	3	1685
t17	1	4	2	7	5	6	3	620
t25	1	4	2	7	5	6	3	960
t39	1	4	2	7	6	3	5	1610
t17	1	4	2	7	6	3	5	560
t25	1	4	2	7	6	3	5	1000
t39	1	4	2	7	6	5	3	1665
t17	1	4	2	7	6	5	3	620
t25	1	4	2	7	6	5	3	960
t39	1	4	3	2	5	6	7	1775
t17	1	4	3	2	5	6	7	770
t25	1	4	3	2	5	6	7	840
t39	1	4	3	2	5	7	6	1790
t17	1	4	3	2	5	7	6	730
t25	1	4	3	2	5	7	6	800
t39	1	4	3	2	6	5	7	1755
t17	1	4	3	2	6	5	7	770
t25	1	4	3	2	6	5	7	840
t39	1	4	3	2	6	7	5	1910
t17	1	4	3	2	6	7	5	610
t25	1	4	3	2	6	7	5	680
t39	1	4	3	2	7	5	6	1920
t17	1	4	3	2	7	5	6	650
t25	1	4	3	2	7	5	6	720
t39	1	4	3	2	7	6	5	1930
t17	1	4	3	2	7	6	5	610
t25	1	4	3	2	7	6	5	680
t39	1	4	3	5	2	6	7	1535
t17	1	4	3	5	2	6	7	790
t25	1	4	3	5	2	6	7	1080
t39	1	4	3	5	2	7	6	1585
t17	1	4	3	5	2	7	6	770
t25	1	4	3	5	2	7	6	1060
t39	1	4	3	5	6	2	7	1705
t17	1	4	3	5	6	2	7	760
t25	1	4	3	5	6	2	7	900
t39	1	4	3	5	6	7	2	1705
t17	1	4	3	5	6	7	2	580
t25	1	4	3	5	6	7	2	960
t39	1	4	3	5	7	2	6	1865
t17	1	4	3	5	7	2	6	640
t25	1	4	3	5	7	2	6	780
t39	1	4	3	5	7	6	2	1685
t17	1	4	3	5	7	6	2	580
t25	1	4	3	5	7	6	2	960
t39	1	4	3	6	2	5	7	1515
t17	1	4	3	6	2	5	7	790
t25	1	4	3	6	2	5	7	1100
t39	1	4	3	6	2	7	5	1505
t17	1	4	3	6	2	7	5	730
t25	1	4	3	6	2	7	5	1200
t39	1	4	3	6	5	2	7	1625
t17	1	4	3	6	5	2	7	760
t25	1	4	3	6	5	2	7	1020
t39	1	4	3	6	5	7	2	1625
t17	1	4	3	6	5	7	2	580
t25	1	4	3	6	5	7	2	1080
t39	1	4	3	6	7	2	5	1785
t17	1	4	3	6	7	2	5	600
t25	1	4	3	6	7	2	5	940
t39	1	4	3	6	7	5	2	1665
t17	1	4	3	6	7	5	2	580
t25	1	4	3	6	7	5	2	980
t39	1	4	3	7	2	5	6	1400
t17	1	4	3	7	2	5	6	730
t25	1	4	3	7	2	5	6	1200
t39	1	4	3	7	2	6	5	1485
t17	1	4	3	7	2	6	5	730
t25	1	4	3	7	2	6	5	1220
t39	1	4	3	7	5	2	6	1470
t17	1	4	3	7	5	2	6	680
t25	1	4	3	7	5	2	6	1100
t39	1	4	3	7	5	6	2	1605
t17	1	4	3	7	5	6	2	580
t25	1	4	3	7	5	6	2	1100
t39	1	4	3	7	6	2	5	1590
t17	1	4	3	7	6	2	5	560
t25	1	4	3	7	6	2	5	1020
t39	1	4	3	7	6	5	2	1540
t17	1	4	3	7	6	5	2	550
t25	1	4	3	7	6	5	2	1060
t39	1	4	5	2	3	6	7	1615
t17	1	4	5	2	3	6	7	790
t25	1	4	5	2	3	6	7	960
t39	1	4	5	2	3	7	6	1665
t17	1	4	5	2	3	7	6	770
t25	1	4	5	2	3	7	6	940
t39	1	4	5	2	6	3	7	1725
t17	1	4	5	2	6	3	7	760
t25	1	4	5	2	6	3	7	880
t39	1	4	5	2	6	7	3	1790
t17	1	4	5	2	6	7	3	620
t25	1	4	5	2	6	7	3	820
t39	1	4	5	2	7	3	6	1885
t17	1	4	5	2	7	3	6	640
t25	1	4	5	2	7	3	6	760
t39	1	4	5	2	7	6	3	1805
t17	1	4	5	2	7	6	3	620
t25	1	4	5	2	7	6	3	820
t39	1	4	5	3	2	6	7	1535
t17	1	4	5	3	2	6	7	790
t25	1	4	5	3	2	6	7	1080
t39	1	4	5	3	2	7	6	1585
t17	1	4	5	3	2	7	6	770
t25	1	4	5	3	2	7	6	1060
t39	1	4	5	3	6	2	7	1705
t17	1	4	5	3	6	2	7	760
t25	1	4	5	3	6	2	7	900
t39	1	4	5	3	6	7	2	1705
t17	1	4	5	3	6	7	2	580
t25	1	4	5	3	6	7	2	960
t39	1	4	5	3	7	2	6	1865
t17	1	4	5	3	7	2	6	640
t25	1	4	5	3	7	2	6	780
t39	1	4	5	3	7	6	2	1685
t17	1	4	5	3	7	6	2	580
t25	1	4	5	3	7	6	2	960
t39	1	4	5	6	2	3	7	1485
t17	1	4	5	6	2	3	7	780
t25	1	4	5	6	2	3	7	1140
t39	1	4	5	6	2	7	3	1350
t17	1	4	5	6	2	7	3	710
t25	1	4	5	6	2	7	3	1300
t39	1	4	5	6	3	2	7	1430
t17	1	4	5	6	3	2	7	760
t25	1	4	5	6	3	2	7	1120
t39	1	4	5	6	3	7	2	1470
t17	1	4	5	6	3	7	2	600
t25	1	4	5	6	3	7	2	1200
t39	1	4	5	6	7	2	3	1550
t17	1	4	5	6	7	2	3	560
t25	1	4	5	6	7	2	3	980
t39	1	4	5	6	7	3	2	1590
t17	1	4	5	6	7	3	2	540
t25	1	4	5	6	7	3	2	1000
t39	1	4	5	7	2	3	6	1370
t17	1	4	5	7	2	3	6	720
t25	1	4	5	7	2	3	6	1240
t39	1	4	5	7	2	6	3	1290
t17	1	4	5	7	2	6	3	710
t25	1	4	5	7	2	6	3	1300
t39	1	4	5	7	3	2	6	1315
t17	1	4	5	7	3	2	6	710
t25	1	4	5	7	3	2	6	1240
t39	1	4	5	7	3	6	2	1410
t17	1	4	5	7	3	6	2	590
t25	1	4	5	7	3	6	2	1220
t39	1	4	5	7	6	2	3	1430
t17	1	4	5	7	6	2	3	560
t25	1	4	5	7	6	2	3	1100
t39	1	4	5	7	6	3	2	1510
t17	1	4	5	7	6	3	2	540
t25	1	4	5	7	6	3	2	1100
t39	1	4	6	2	3	5	7	1595
t17	1	4	6	2	3	5	7	790
t25	1	4	6	2	3	5	7	980
t39	1	4	6	2	3	7	5	1585
t17	1	4	6	2	3	7	5	730
t25	1	4	6	2	3	7	5	1080
t39	1	4	6	2	5	3	7	1645
t17	1	4	6	2	5	3	7	760
t25	1	4	6	2	5	3	7	1000
t39	1	4	6	2	5	7	3	1705
t17	1	4	6	2	5	7	3	620
t25	1	4	6	2	5	7	3	940
t39	1	4	6	2	7	3	5	1805
t17	1	4	6	2	7	3	5	600
t25	1	4	6	2	7	3	5	920
t39	1	4	6	2	7	5	3	1785
t17	1	4	6	2	7	5	3	620
t25	1	4	6	2	7	5	3	840
t39	1	4	6	3	2	5	7	1515
t17	1	4	6	3	2	5	7	790
t25	1	4	6	3	2	5	7	1100
t39	1	4	6	3	2	7	5	1505
t17	1	4	6	3	2	7	5	730
t25	1	4	6	3	2	7	5	1200
t39	1	4	6	3	5	2	7	1625
t17	1	4	6	3	5	2	7	760
t25	1	4	6	3	5	2	7	1020
t39	1	4	6	3	5	7	2	1625
t17	1	4	6	3	5	7	2	580
t25	1	4	6	3	5	7	2	1080
t39	1	4	6	3	7	2	5	1785
t17	1	4	6	3	7	2	5	600
t25	1	4	6	3	7	2	5	940
t39	1	4	6	3	7	5	2	1665
t17	1	4	6	3	7	5	2	580
t25	1	4	6	3	7	5	2	980
t39	1	4	6	5	2	3	7	1485
t17	1	4	6	5	2	3	7	780
t25	1	4	6	5	2	3	7	1140
t39	1	4	6	5	2	7	3	1350
t17	1	4	6	5	2	7	3	710
t25	1	4	6	5	2	7	3	1300
t39	1	4	6	5	3	2	7	1430
t17	1	4	6	5	3	2	7	760
t25	1	4	6	5	3	2	7	1120
t39	1	4	6	5	3	7	2	1470
t17	1	4	6	5	3	7	2	600
t25	1	4	6	5	3	7	2	1200
t39	1	4	6	5	7	2	3	1550
t17	1	4	6	5	7	2	3	560
t25	1	4	6	5	7	2	3	980
t39	1	4	6	5	7	3	2	1590
t17	1	4	6	5	7	3	2	540
t25	1	4	6	5	7	3	2	1000
t39	1	4	6	7	2	3	5	1245
t17	1	4	6	7	2	3	5	670
t25	1	4	6	7	2	3	5	1360
t39	1	4	6	7	2	5	3	1265
t17	1	4	6	7	2	5	3	710
t25	1	4	6	7	2	5	3	1320
t39	1	4	6	7	3	2	5	1195
t17	1	4	6	7	3	2	5	650
t25	1	4	6	7	3	2	5	1320
t39	1	4	6	7	3	5	2	1380
t17	1	4	6	7	3	5	2	590
t25	1	4	6	7	3	5	2	1220
t39	1	4	6	7	5	2	3	1315
t17	1	4	6	7	5	2	3	560
t25	1	4	6	7	5	2	3	1200
t39	1	4	6	7	5	3	2	1390
t17	1	4	6	7	5	3	2	540
t25	1	4	6	7	5	3	2	1200
t39	1	4	7	2	3	5	6	1515
t17	1	4	7	2	3	5	6	750
t25	1	4	7	2	3	5	6	1120
t39	1	4	7	2	3	6	5	1565
t17	1	4	7	2	3	6	5	730
t25	1	4	7	2	3	6	5	1100
t39	1	4	7	2	5	3	6	1490
t17	1	4	7	2	5	3	6	680
t25	1	4	7	2	5	3	6	1100
t39	1	4	7	2	5	6	3	1685
t17	1	4	7	2	5	6	3	620
t25	1	4	7	2	5	6	3	960
t39	1	4	7	2	6	3	5	1610
t17	1	4	7	2	6	3	5	560
t25	1	4	7	2	6	3	5	1000
t39	1	4	7	2	6	5	3	1665
t17	1	4	7	2	6	5	3	620
t25	1	4	7	2	6	5	3	960
t39	1	4	7	3	2	5	6	1400
t17	1	4	7	3	2	5	6	730
t25	1	4	7	3	2	5	6	1200
t39	1	4	7	3	2	6	5	1485
t17	1	4	7	3	2	6	5	730
t25	1	4	7	3	2	6	5	1220
t39	1	4	7	3	5	2	6	1470
t17	1	4	7	3	5	2	6	680
t25	1	4	7	3	5	2	6	1100
t39	1	4	7	3	5	6	2	1605
t17	1	4	7	3	5	6	2	580
t25	1	4	7	3	5	6	2	1100
t39	1	4	7	3	6	2	5	1590
t17	1	4	7	3	6	2	5	560
t25	1	4	7	3	6	2	5	1020
t39	1	4	7	3	6	5	2	1540
t17	1	4	7	3	6	5	2	550
t25	1	4	7	3	6	5	2	1060
t39	1	4	7	5	2	3	6	1370
t17	1	4	7	5	2	3	6	720
t25	1	4	7	5	2	3	6	1240
t39	1	4	7	5	2	6	3	1290
t17	1	4	7	5	2	6	3	710
t25	1	4	7	5	2	6	3	1300
t39	1	4	7	5	3	2	6	1315
t17	1	4	7	5	3	2	6	710
t25	1	4	7	5	3	2	6	1240
t39	1	4	7	5	3	6	2	1410
t17	1	4	7	5	3	6	2	590
t25	1	4	7	5	3	6	2	1220
t39	1	4	7	5	6	2	3	1430
t17	1	4	7	5	6	2	3	560
t25	1	4	7	5	6	2	3	1100
t39	1	4	7	5	6	3	2	1510
t17	1	4	7	5	6	3	2	540
t25	1	4	7	5	6	3	2	1100
t39	1	4	7	6	2	3	5	1245
t17	1	4	7	6	2	3	5	670
t25	1	4	7	6	2	3	5	1360
t39	1	4	7	6	2	5	3	1265
t17	1	4	7	6	2	5	3	710
t25	1	4	7	6	2	5	3	1320
t39	1	4	7	6	3	2	5	1195
t17	1	4	7	6	3	2	5	650
t25	1	4	7	6	3	2	5	1320
t39	1	4	7	6	3	5	2	1380
t17	1	4	7	6	3	5	2	590
t25	1	4	7	6	3	5	2	1220
t39	1	4	7	6	5	2	3	1315
t17	1	4	7	6	5	2	3	560
t25	1	4	7	6	5	2	3	1200
t39	1	4	7	6	5	3	2	1390
t17	1	4	7	6	5	3	2	540
t25	1	4	7	6	5	3	2	1200
t39	1	5	2	3	4	6	7	1735
t17	1	5	2	3	4	6	7	830
t25	1	5	2	3	4	6	7	840
t39	1	5	2	3	4	7	6	1745
t17	1	5	2	3	4	7	6	790
t25	1	5	2	3	4	7	6	800
t39	1	5	2	3	6	4	7	1745
t17	1	5	2	3	6	4	7	780
t25	1	5	2	3	6	4	7	840
t39	1	5	2	3	6	7	4	1870
t17	1	5	2	3	6	7	4	680
t25	1	5	2	3	6	7	4	660
t39	1	5	2	3	7	4	6	1905
t17	1	5	2	3	7	4	6	660
t25	1	5	2	3	7	4	6	720
t39	1	5	2	3	7	6	4	1890
t17	1	5	2	3	7	6	4	680
t25	1	5	2	3	7	6	4	660
t39	1	5	2	4	3	6	7	1615
t17	1	5	2	4	3	6	7	810
t25	1	5	2	4	3	6	7	940
t39	1	5	2	4	3	7	6	1665
t17	1	5	2	4	3	7	6	790
t25	1	5	2	4	3	7	6	920
t39	1	5	2	4	6	3	7	1725
t17	1	5	2	4	6	3	7	780
t25	1	5	2	4	6	3	7	860
t39	1	5	2	4	6	7	3	1790
t17	1	5	2	4	6	7	3	640
t25	1	5	2	4	6	7	3	800
t39	1	5	2	4	7	3	6	1885
t17	1	5	2	4	7	3	6	660
t25	1	5	2	4	7	3	6	740
t39	1	5	2	4	7	6	3	1805
t17	1	5	2	4	7	6	3	640
t25	1	5	2	4	7	6	3	800
t39	1	5	2	6	3	4	7	1585
t17	1	5	2	6	3	4	7	800
t25	1	5	2	6	3	4	7	980
t39	1	5	2	6	3	7	4	1545
t17	1	5	2	6	3	7	4	800
t25	1	5	2	6	3	7	4	1060
t39	1	5	2	6	4	3	7	1565
t17	1	5	2	6	4	3	7	800
t25	1	5	2	6	4	3	7	980
t39	1	5	2	6	4	7	3	1665
t17	1	5	2	6	4	7	3	680
t25	1	5	2	6	4	7	3	940
t39	1	5	2	6	7	3	4	1725
t17	1	5	2	6	7	3	4	650
t25	1	5	2	6	7	3	4	880
t39	1	5	2	6	7	4	3	1775
t17	1	5	2	6	7	4	3	630
t25	1	5	2	6	7	4	3	840
t39	1	5	2	7	3	4	6	1505
t17	1	5	2	7	3	4	6	760
t25	1	5	2	7	3	4	6	1120
t39	1	5	2	7	3	6	4	1525
t17	1	5	2	7	3	6	4	800
t25	1	5	2	7	3	6	4	1080
t39	1	5	2	7	4	3	6	1450
t17	1	5	2	7	4	3	6	740
t25	1	5	2	7	4	3	6	1080
t39	1	5	2	7	4	6	3	1645
t17	1	5	2	7	4	6	3	680
t25	1	5	2	7	4	6	3	960
t39	1	5	2	7	6	3	4	1570
t17	1	5	2	7	6	3	4	620
t25	1	5	2	7	6	3	4	960
t39	1	5	2	7	6	4	3	1655
t17	1	5	2	7	6	4	3	630
t25	1	5	2	7	6	4	3	960
t39	1	5	3	2	4	6	7	1735
t17	1	5	3	2	4	6	7	830
t25	1	5	3	2	4	6	7	840
t39	1	5	3	2	4	7	6	1745
t17	1	5	3	2	4	7	6	790
t25	1	5	3	2	4	7	6	800
t39	1	5	3	2	6	4	7	1745
t17	1	5	3	2	6	4	7	780
t25	1	5	3	2	6	4	7	840
t39	1	5	3	2	6	7	4	1870
t17	1	5	3	2	6	7	4	680
t25	1	5	3	2	6	7	4	660
t39	1	5	3	2	7	4	6	1905
t17	1	5	3	2	7	4	6	660
t25	1	5	3	2	7	4	6	720
t39	1	5	3	2	7	6	4	1890
t17	1	5	3	2	7	6	4	680
t25	1	5	3	2	7	6	4	660
t39	1	5	3	4	2	6	7	1535
t17	1	5	3	4	2	6	7	810
t25	1	5	3	4	2	6	7	1060
t39	1	5	3	4	2	7	6	1585
t17	1	5	3	4	2	7	6	790
t25	1	5	3	4	2	7	6	1040
t39	1	5	3	4	6	2	7	1705
t17	1	5	3	4	6	2	7	780
t25	1	5	3	4	6	2	7	880
t39	1	5	3	4	6	7	2	1705
t17	1	5	3	4	6	7	2	600
t25	1	5	3	4	6	7	2	940
t39	1	5	3	4	7	2	6	1865
t17	1	5	3	4	7	2	6	660
t25	1	5	3	4	7	2	6	760
t39	1	5	3	4	7	6	2	1685
t17	1	5	3	4	7	6	2	600
t25	1	5	3	4	7	6	2	940
t39	1	5	3	6	2	4	7	1505
t17	1	5	3	6	2	4	7	800
t25	1	5	3	6	2	4	7	1100
t39	1	5	3	6	2	7	4	1465
t17	1	5	3	6	2	7	4	800
t25	1	5	3	6	2	7	4	1180
t39	1	5	3	6	4	2	7	1545
t17	1	5	3	6	4	2	7	800
t25	1	5	3	6	4	2	7	1000
t39	1	5	3	6	4	7	2	1585
t17	1	5	3	6	4	7	2	640
t25	1	5	3	6	4	7	2	1080
t39	1	5	3	6	7	2	4	1670
t17	1	5	3	6	7	2	4	630
t25	1	5	3	6	7	2	4	860
t39	1	5	3	6	7	4	2	1620
t17	1	5	3	6	7	4	2	570
t25	1	5	3	6	7	4	2	960
t39	1	5	3	7	2	4	6	1390
t17	1	5	3	7	2	4	6	740
t25	1	5	3	7	2	4	6	1200
t39	1	5	3	7	2	6	4	1445
t17	1	5	3	7	2	6	4	800
t25	1	5	3	7	2	6	4	1200
t39	1	5	3	7	4	2	6	1430
t17	1	5	3	7	4	2	6	740
t25	1	5	3	7	4	2	6	1100
t39	1	5	3	7	4	6	2	1530
t17	1	5	3	7	4	6	2	620
t25	1	5	3	7	4	6	2	1080
t39	1	5	3	7	6	2	4	1510
t17	1	5	3	7	6	2	4	620
t25	1	5	3	7	6	2	4	980
t39	1	5	3	7	6	4	2	1530
t17	1	5	3	7	6	4	2	560
t25	1	5	3	7	6	4	2	1060
t39	1	5	4	2	3	6	7	1615
t17	1	5	4	2	3	6	7	810
t25	1	5	4	2	3	6	7	940
t39	1	5	4	2	3	7	6	1665
t17	1	5	4	2	3	7	6	790
t25	1	5	4	2	3	7	6	920
t39	1	5	4	2	6	3	7	1725
t17	1	5	4	2	6	3	7	780
t25	1	5	4	2	6	3	7	860
t39	1	5	4	2	6	7	3	1790
t17	1	5	4	2	6	7	3	640
t25	1	5	4	2	6	7	3	800
t39	1	5	4	2	7	3	6	1885
t17	1	5	4	2	7	3	6	660
t25	1	5	4	2	7	3	6	740
t39	1	5	4	2	7	6	3	1805
t17	1	5	4	2	7	6	3	640
t25	1	5	4	2	7	6	3	800
t39	1	5	4	3	2	6	7	1535
t17	1	5	4	3	2	6	7	810
t25	1	5	4	3	2	6	7	1060
t39	1	5	4	3	2	7	6	1585
t17	1	5	4	3	2	7	6	790
t25	1	5	4	3	2	7	6	1040
t39	1	5	4	3	6	2	7	1705
t17	1	5	4	3	6	2	7	780
t25	1	5	4	3	6	2	7	880
t39	1	5	4	3	6	7	2	1705
t17	1	5	4	3	6	7	2	600
t25	1	5	4	3	6	7	2	940
t39	1	5	4	3	7	2	6	1865
t17	1	5	4	3	7	2	6	660
t25	1	5	4	3	7	2	6	760
t39	1	5	4	3	7	6	2	1685
t17	1	5	4	3	7	6	2	600
t25	1	5	4	3	7	6	2	940
t39	1	5	4	6	2	3	7	1485
t17	1	5	4	6	2	3	7	800
t25	1	5	4	6	2	3	7	1120
t39	1	5	4	6	2	7	3	1350
t17	1	5	4	6	2	7	3	730
t25	1	5	4	6	2	7	3	1280
t39	1	5	4	6	3	2	7	1430
t17	1	5	4	6	3	2	7	780
t25	1	5	4	6	3	2	7	1100
t39	1	5	4	6	3	7	2	1470
t17	1	5	4	6	3	7	2	620
t25	1	5	4	6	3	7	2	1180
t39	1	5	4	6	7	2	3	1550
t17	1	5	4	6	7	2	3	580
t25	1	5	4	6	7	2	3	960
t39	1	5	4	6	7	3	2	1590
t17	1	5	4	6	7	3	2	570
t25	1	5	4	6	7	3	2	960
t39	1	5	4	7	2	3	6	1370
t17	1	5	4	7	2	3	6	740
t25	1	5	4	7	2	3	6	1220
t39	1	5	4	7	2	6	3	1290
t17	1	5	4	7	2	6	3	730
t25	1	5	4	7	2	6	3	1280
t39	1	5	4	7	3	2	6	1315
t17	1	5	4	7	3	2	6	740
t25	1	5	4	7	3	2	6	1200
t39	1	5	4	7	3	6	2	1410
t17	1	5	4	7	3	6	2	620
t25	1	5	4	7	3	6	2	1200
t39	1	5	4	7	6	2	3	1430
t17	1	5	4	7	6	2	3	580
t25	1	5	4	7	6	2	3	1080
t39	1	5	4	7	6	3	2	1510
t17	1	5	4	7	6	3	2	560
t25	1	5	4	7	6	3	2	1080
t39	1	5	6	2	3	4	7	1585
t17	1	5	6	2	3	4	7	800
t25	1	5	6	2	3	4	7	980
t39	1	5	6	2	3	7	4	1545
t17	1	5	6	2	3	7	4	800
t25	1	5	6	2	3	7	4	1060
t39	1	5	6	2	4	3	7	1565
t17	1	5	6	2	4	3	7	800
t25	1	5	6	2	4	3	7	980
t39	1	5	6	2	4	7	3	1665
t17	1	5	6	2	4	7	3	680
t25	1	5	6	2	4	7	3	940
t39	1	5	6	2	7	3	4	1725
t17	1	5	6	2	7	3	4	650
t25	1	5	6	2	7	3	4	880
t39	1	5	6	2	7	4	3	1775
t17	1	5	6	2	7	4	3	630
t25	1	5	6	2	7	4	3	840
t39	1	5	6	3	2	4	7	1505
t17	1	5	6	3	2	4	7	800
t25	1	5	6	3	2	4	7	1100
t39	1	5	6	3	2	7	4	1465
t17	1	5	6	3	2	7	4	800
t25	1	5	6	3	2	7	4	1180
t39	1	5	6	3	4	2	7	1545
t17	1	5	6	3	4	2	7	800
t25	1	5	6	3	4	2	7	1000
t39	1	5	6	3	4	7	2	1585
t17	1	5	6	3	4	7	2	640
t25	1	5	6	3	4	7	2	1080
t39	1	5	6	3	7	2	4	1670
t17	1	5	6	3	7	2	4	630
t25	1	5	6	3	7	2	4	860
t39	1	5	6	3	7	4	2	1620
t17	1	5	6	3	7	4	2	570
t25	1	5	6	3	7	4	2	960
t39	1	5	6	4	2	3	7	1485
t17	1	5	6	4	2	3	7	800
t25	1	5	6	4	2	3	7	1120
t39	1	5	6	4	2	7	3	1350
t17	1	5	6	4	2	7	3	730
t25	1	5	6	4	2	7	3	1280
t39	1	5	6	4	3	2	7	1430
t17	1	5	6	4	3	2	7	780
t25	1	5	6	4	3	2	7	1100
t39	1	5	6	4	3	7	2	1470
t17	1	5	6	4	3	7	2	620
t25	1	5	6	4	3	7	2	1180
t39	1	5	6	4	7	2	3	1550
t17	1	5	6	4	7	2	3	580
t25	1	5	6	4	7	2	3	960
t39	1	5	6	4	7	3	2	1590
t17	1	5	6	4	7	3	2	570
t25	1	5	6	4	7	3	2	960
t39	1	5	6	7	2	3	4	1165
t17	1	5	6	7	2	3	4	710
t25	1	5	6	7	2	3	4	1300
t39	1	5	6	7	2	4	3	1255
t17	1	5	6	7	2	4	3	720
t25	1	5	6	7	2	4	3	1320
t39	1	5	6	7	3	2	4	1120
t17	1	5	6	7	3	2	4	690
t25	1	5	6	7	3	2	4	1260
t39	1	5	6	7	3	4	2	1370
t17	1	5	6	7	3	4	2	600
t25	1	5	6	7	3	4	2	1220
t39	1	5	6	7	4	2	3	1275
t17	1	5	6	7	4	2	3	610
t25	1	5	6	7	4	2	3	1180
t39	1	5	6	7	4	3	2	1320
t17	1	5	6	7	4	3	2	600
t25	1	5	6	7	4	3	2	1200
t39	1	5	7	2	3	4	6	1505
t17	1	5	7	2	3	4	6	760
t25	1	5	7	2	3	4	6	1120
t39	1	5	7	2	3	6	4	1525
t17	1	5	7	2	3	6	4	800
t25	1	5	7	2	3	6	4	1080
t39	1	5	7	2	4	3	6	1450
t17	1	5	7	2	4	3	6	740
t25	1	5	7	2	4	3	6	1080
t39	1	5	7	2	4	6	3	1645
t17	1	5	7	2	4	6	3	680
t25	1	5	7	2	4	6	3	960
t39	1	5	7	2	6	3	4	1570
t17	1	5	7	2	6	3	4	620
t25	1	5	7	2	6	3	4	960
t39	1	5	7	2	6	4	3	1655
t17	1	5	7	2	6	4	3	630
t25	1	5	7	2	6	4	3	960
t39	1	5	7	3	2	4	6	1390
t17	1	5	7	3	2	4	6	740
t25	1	5	7	3	2	4	6	1200
t39	1	5	7	3	2	6	4	1445
t17	1	5	7	3	2	6	4	800
t25	1	5	7	3	2	6	4	1200
t39	1	5	7	3	4	2	6	1430
t17	1	5	7	3	4	2	6	740
t25	1	5	7	3	4	2	6	1100
t39	1	5	7	3	4	6	2	1530
t17	1	5	7	3	4	6	2	620
t25	1	5	7	3	4	6	2	1080
t39	1	5	7	3	6	2	4	1510
t17	1	5	7	3	6	2	4	620
t25	1	5	7	3	6	2	4	980
t39	1	5	7	3	6	4	2	1530
t17	1	5	7	3	6	4	2	560
t25	1	5	7	3	6	4	2	1060
t39	1	5	7	4	2	3	6	1370
t17	1	5	7	4	2	3	6	740
t25	1	5	7	4	2	3	6	1220
t39	1	5	7	4	2	6	3	1290
t17	1	5	7	4	2	6	3	730
t25	1	5	7	4	2	6	3	1280
t39	1	5	7	4	3	2	6	1315
t17	1	5	7	4	3	2	6	740
t25	1	5	7	4	3	2	6	1200
t39	1	5	7	4	3	6	2	1410
t17	1	5	7	4	3	6	2	620
t25	1	5	7	4	3	6	2	1200
t39	1	5	7	4	6	2	3	1430
t17	1	5	7	4	6	2	3	580
t25	1	5	7	4	6	2	3	1080
